userid,version,sum_gamerounds,retention_1,retention_7
10476,gate_40,4,False,False
10533,gate_40,21,False,False
10598,gate_40,8,False,False
10636,gate_30,246,True,True
10637,gate_40,0,False,False
10676,gate_40,6,False,False
10756,gate_30,16,False,False
10884,gate_40,49,True,False
11093,gate_40,54,True,True
11127,gate_30,66,True,True
11297,gate_30,0,False,False
11411,gate_30,122,True,True
11420,gate_30,75,True,False
11599,gate_30,3,False,False
11675,gate_40,17,False,False
11747,gate_30,1,True,False
11840,gate_30,24,False,False
11886,gate_30,3,False,False
12053,gate_30,11,True,False
12067,gate_40,7,False,False
12163,gate_30,47,True,False
12393,gate_40,1,False,False
12461,gate_40,4,False,False
12523,gate_30,31,True,False
12558,gate_30,13,False,False
12574,gate_30,22,True,False
12749,gate_30,6,True,False
12905,gate_40,1,False,False
12951,gate_40,2,False,False
12967,gate_30,24,True,False
12979,gate_30,6,False,False
13133,gate_40,6,False,False
13216,gate_30,24,True,False
13228,gate_40,9,False,False
13320,gate_40,34,False,False
13321,gate_40,56,False,False
13376,gate_40,12,True,False
13429,gate_30,60,False,True
13494,gate_40,10,True,False
13633,gate_30,67,False,False
13664,gate_30,42,True,True
13721,gate_40,65,True,False
13758,gate_30,1,False,False
13806,gate_30,4,False,False
13856,gate_30,3,False,False
13872,gate_30,1,False,False
13893,gate_40,14,False,False
13969,gate_40,42,False,False
14143,gate_30,13,False,False
14218,gate_30,129,False,True
14290,gate_40,6,True,False
14296,gate_30,37,False,False
14381,gate_40,9,False,False
14592,gate_30,1,False,False
14644,gate_40,2,False,False
14834,gate_30,27,False,False
15157,gate_40,38,False,False
15173,gate_30,8,False,False
15294,gate_30,51,True,True
15489,gate_30,5,False,False
15597,gate_40,2,False,False
15962,gate_30,0,False,False
15970,gate_40,16,True,False
16096,gate_40,0,False,False
16145,gate_40,7,False,False
16180,gate_30,5,False,False
16224,gate_40,0,False,False
16454,gate_40,11,False,False
16504,gate_40,0,False,False
16506,gate_30,4,True,False
16638,gate_40,51,True,False
16696,gate_40,5,False,False
17085,gate_40,33,False,False
17167,gate_30,21,False,False
17270,gate_30,49,True,False
17422,gate_40,2,False,False
17461,gate_30,1,False,False
17477,gate_30,46,True,True
17506,gate_40,127,True,True
17554,gate_30,1,False,False
17814,gate_30,14,False,False
17903,gate_40,17,False,False
17947,gate_30,104,True,True
17995,gate_30,6,False,False
18013,gate_40,21,True,False
18213,gate_40,36,True,False
18235,gate_30,8,False,False
18374,gate_40,53,True,False
18731,gate_30,1,False,False
18756,gate_30,38,True,True
18778,gate_30,13,False,False
18827,gate_30,20,True,False
18849,gate_40,74,True,True
18993,gate_40,25,True,False
19077,gate_30,11,False,False
19091,gate_40,1,False,False
19474,gate_40,2,False,False
19490,gate_30,72,True,False
19529,gate_40,22,False,False
19537,gate_40,2,False,False
19593,gate_40,18,False,False
19673,gate_40,4,False,False
19721,gate_40,18,False,False
19728,gate_40,79,True,True
19746,gate_30,65,False,True
19896,gate_40,13,True,False
19993,gate_30,5,True,False
20005,gate_30,4,False,False
20052,gate_30,8,False,False
20136,gate_30,0,False,False
20358,gate_40,19,False,True
20365,gate_40,6,False,False
20465,gate_30,108,True,False
20489,gate_40,2,False,False
20587,gate_40,26,False,False
20591,gate_40,2,True,False
20721,gate_40,99,False,True
20763,gate_30,10,False,False
20790,gate_40,5,True,False
20832,gate_30,13,True,False
20940,gate_40,1,False,False
21072,gate_40,16,False,False
21130,gate_40,1,False,False
21137,gate_40,91,True,False
21228,gate_40,149,True,True
21408,gate_30,20,True,False
21442,gate_40,68,True,False
21755,gate_40,12,False,True
22069,gate_40,7,False,False
22082,gate_40,3,False,False
22167,gate_40,277,True,True
22299,gate_40,493,True,True
22398,gate_30,4,False,False
22486,gate_40,3,False,False
22676,gate_40,8,False,False
22919,gate_40,1,False,False
22935,gate_30,274,True,True
22972,gate_30,17,False,False
23023,gate_40,32,False,True
23026,gate_40,1,False,False
23084,gate_40,85,True,True
23094,gate_40,12,False,False
23126,gate_40,1,False,False
23270,gate_30,8,False,False
23333,gate_30,9,False,False
23374,gate_30,8,True,False
23525,gate_40,191,True,True
23702,gate_40,115,True,False
23748,gate_40,45,True,False
24036,gate_40,15,False,False
24222,gate_30,134,True,True
24302,gate_40,19,True,False
24328,gate_30,2,False,False
24382,gate_30,22,True,False
24397,gate_30,6,False,False
24981,gate_40,18,False,False
25047,gate_30,0,False,False
25281,gate_30,0,False,False
25293,gate_40,12,False,False
25332,gate_30,152,True,True
25466,gate_40,2,False,False
25903,gate_30,8,True,False
25941,gate_40,73,True,False
25958,gate_30,0,False,False
26083,gate_30,100,True,True
26243,gate_40,250,True,True
26253,gate_30,10,False,False
26466,gate_40,13,True,False
26502,gate_30,147,True,True
26586,gate_30,391,True,False
27135,gate_30,18,False,False
27163,gate_40,23,False,False
27605,gate_30,19,True,False
27693,gate_30,4,False,False
27754,gate_30,14,False,False
27759,gate_30,61,True,True
27849,gate_40,61,True,False
27851,gate_40,75,True,False
27979,gate_30,75,False,False
28025,gate_30,57,True,False
28091,gate_30,35,True,False
28123,gate_30,9,False,False
28332,gate_30,13,False,False
28405,gate_30,1,False,False
28433,gate_30,20,False,False
28497,gate_40,77,True,True
29185,gate_40,3,False,False
29311,gate_40,7,False,False
29317,gate_40,6,False,False
29455,gate_30,51,True,True
29522,gate_40,197,False,True
29658,gate_30,2,False,False
29677,gate_40,22,False,False
29753,gate_40,69,True,False
29861,gate_40,4,False,False
29999,gate_30,260,True,True
30039,gate_40,20,False,False
30059,gate_30,4,False,False
30274,gate_30,7,True,False
30277,gate_30,0,False,False
30343,gate_30,8,True,True
30348,gate_30,48,True,True
30594,gate_40,15,True,False
30631,gate_30,61,False,True
30868,gate_30,1,False,False
30928,gate_30,12,True,False
31073,gate_30,270,True,True
31151,gate_30,59,False,False
31200,gate_30,141,True,False
31214,gate_30,53,False,True
31222,gate_40,20,False,False
31638,gate_40,16,False,False
31691,gate_30,0,False,False
31812,gate_30,37,True,False
31903,gate_30,467,True,True
32292,gate_40,25,False,False
32403,gate_40,2,True,False
32569,gate_40,4,False,False
32595,gate_40,11,True,False
32642,gate_30,40,False,False
32730,gate_30,9,False,False
32942,gate_40,11,True,True
33097,gate_30,12,False,False
33126,gate_30,6,False,False
33189,gate_40,9,True,False
33274,gate_40,4,False,False
33316,gate_40,18,True,False
33445,gate_30,77,False,True
33489,gate_30,4,False,False
33639,gate_40,45,True,False
33703,gate_40,43,True,False
33794,gate_30,3,False,False
33954,gate_40,30,True,False
33967,gate_30,33,True,True
34016,gate_40,47,True,False
34022,gate_40,72,False,True
34027,gate_40,16,False,False
34076,gate_40,2,False,False
34447,gate_40,93,True,True
34469,gate_30,222,True,True
34597,gate_40,334,True,True
34647,gate_40,8,False,False
34706,gate_30,29,True,False
34842,gate_40,27,True,False
34859,gate_30,16,False,False
34906,gate_30,10,True,False
34942,gate_40,8,False,False
35027,gate_40,58,True,False
35056,gate_30,84,True,False
35156,gate_30,1,False,False
35458,gate_40,56,False,False
35460,gate_30,43,True,False
35730,gate_30,50,True,False
35837,gate_30,23,True,False
35886,gate_30,5,False,False
35922,gate_30,21,True,False
36003,gate_30,48,True,False
36047,gate_40,85,True,True
36077,gate_30,13,True,False
36279,gate_30,41,True,False
36280,gate_30,5,False,False
36298,gate_40,1,False,False
36356,gate_30,303,True,True
36513,gate_40,18,True,False
36560,gate_40,48,True,False
36622,gate_30,4,True,False
36664,gate_40,51,False,True
36673,gate_30,5,False,False
36761,gate_40,134,True,True
36887,gate_40,11,True,False
36921,gate_30,3,False,False
36997,gate_40,9,True,False
37155,gate_40,3,False,False
37303,gate_30,177,True,True
37366,gate_40,11,True,False
37461,gate_40,20,False,True
37740,gate_30,39,True,True
37823,gate_30,12,True,False
37872,gate_30,12,True,False
37994,gate_40,2,False,False
38151,gate_30,9,True,False
38232,gate_30,216,True,True
38249,gate_40,30,True,False
38292,gate_30,9,False,False
39069,gate_30,227,False,False
39382,gate_30,0,False,False
39494,gate_30,87,True,False
39531,gate_30,71,True,False
39774,gate_40,567,True,True
39902,gate_40,13,True,False
39932,gate_30,55,True,True
39993,gate_40,14,False,False
40233,gate_40,78,True,False
40292,gate_30,1,False,False
40359,gate_30,3,False,False
40378,gate_30,552,True,True
40427,gate_30,96,True,False
40566,gate_30,2,False,False
40593,gate_30,12,True,True
40630,gate_40,99,True,False
40653,gate_30,107,True,False
40687,gate_30,12,False,False
40749,gate_40,2,False,False
40812,gate_40,2,False,False
41112,gate_30,4,False,False
41192,gate_30,28,False,False
41378,gate_40,9,False,False
41795,gate_30,136,True,True
41842,gate_40,15,False,False
41934,gate_40,8,False,False
41988,gate_40,1,False,False
42077,gate_30,12,True,False
42316,gate_30,6,False,False
42407,gate_30,45,False,True
42457,gate_30,12,False,False
42688,gate_40,13,False,False
42703,gate_30,9,True,False
42758,gate_40,11,True,False
42994,gate_40,113,True,True
43091,gate_30,6,True,False
43368,gate_40,32,False,False
43644,gate_30,17,True,False
43744,gate_30,141,True,False
43757,gate_30,28,False,False
44400,gate_40,95,True,False
44493,gate_40,339,True,True
44498,gate_30,24,True,False
44591,gate_30,5,False,False
44670,gate_30,6,False,False
44751,gate_30,10,False,False
44780,gate_30,9,False,False
44910,gate_40,6,False,False
45066,gate_30,85,True,False
45083,gate_40,54,False,False
45167,gate_30,19,False,False
45694,gate_40,6,True,False
45698,gate_30,452,True,True
45753,gate_30,26,True,False
45813,gate_40,12,True,False
45895,gate_40,2,True,False
45896,gate_40,11,True,False
45952,gate_40,3,False,False
46007,gate_30,6,False,False
46022,gate_40,7,False,False
46347,gate_30,57,False,False
46472,gate_40,16,False,False
46576,gate_30,15,False,False
46624,gate_40,148,True,True
46629,gate_40,57,True,False
46746,gate_40,3,True,False
46806,gate_30,163,True,True
46919,gate_40,47,True,False
46938,gate_30,54,False,False
47377,gate_40,2,False,False
47816,gate_30,220,True,True
47822,gate_40,63,True,True
47990,gate_40,25,True,False
48016,gate_30,0,False,False
48116,gate_30,1,False,False
48130,gate_30,2,False,False
48201,gate_40,84,True,True
48631,gate_40,60,False,False
48658,gate_30,216,True,True
48677,gate_40,17,True,False
48942,gate_30,290,True,True
48990,gate_40,3,False,False
49147,gate_40,24,True,False
49311,gate_40,5,False,False
49330,gate_30,18,False,False
49373,gate_30,5,False,False
49600,gate_30,20,False,False
49811,gate_40,9,True,False
49995,gate_40,15,True,False
50011,gate_40,4,False,False
50158,gate_40,87,True,True
50237,gate_40,86,True,False
50339,gate_40,0,False,False
50386,gate_40,4,False,False
50547,gate_30,356,False,False
50665,gate_30,10,True,False
50686,gate_40,3,False,True
50688,gate_30,0,False,False
50794,gate_40,0,False,False
50811,gate_30,3,False,False
50850,gate_30,34,True,True
51155,gate_30,34,False,False
51267,gate_30,0,False,False
51295,gate_30,117,True,True
51310,gate_30,23,False,True
51430,gate_30,34,True,False
51636,gate_40,8,False,False
51641,gate_40,20,True,False
51823,gate_40,54,True,True
51894,gate_30,4,False,False
51970,gate_40,76,False,True
52100,gate_40,55,True,False
52177,gate_40,3,False,False
52271,gate_40,2,False,False
52357,gate_30,22,True,False
52420,gate_30,15,True,True
52636,gate_40,3,False,False
53149,gate_40,4,False,False
53373,gate_40,298,True,True
53393,gate_30,338,True,True
53450,gate_40,1,False,False
53464,gate_40,12,False,False
53470,gate_40,7,False,False
53597,gate_40,5,False,False
53638,gate_30,16,False,False
53763,gate_30,9,True,False
53935,gate_40,4,False,False
53996,gate_40,115,True,True
54069,gate_30,170,True,True
54162,gate_30,174,True,True
54178,gate_30,21,False,False
54244,gate_40,4,False,False
54256,gate_40,6,False,False
54403,gate_30,6,False,False
54580,gate_30,22,False,False
54617,gate_40,12,False,False
54680,gate_40,2,False,False
54681,gate_40,2,False,False
54754,gate_30,70,True,False
54776,gate_30,0,False,False
54975,gate_30,3,False,False
55139,gate_30,25,False,False
55213,gate_40,141,True,True
55250,gate_40,47,True,True
55480,gate_30,1,False,False
55621,gate_30,32,False,False
56116,gate_40,3,False,False
56237,gate_40,10,False,False
56269,gate_30,2,False,False
56294,gate_40,2,True,False
56446,gate_30,15,False,False
56496,gate_40,543,True,True
56522,gate_30,10,False,False
56587,gate_40,54,True,False
56815,gate_30,202,True,True
56895,gate_40,2,False,False
56997,gate_40,41,False,False
57149,gate_30,15,False,False
57321,gate_30,54,False,False
57334,gate_40,5,True,False
57339,gate_40,22,True,False
57369,gate_40,399,True,True
57401,gate_30,13,True,False
57429,gate_40,29,True,False
57516,gate_30,38,True,True
57833,gate_40,0,False,False
58180,gate_40,19,True,False
58189,gate_30,23,False,False
58289,gate_30,237,True,True
58394,gate_40,25,True,False
58592,gate_40,85,True,False
58700,gate_30,0,False,False
58768,gate_30,11,False,False
58813,gate_40,1,False,False
59164,gate_30,7,True,False
59395,gate_30,33,True,True
59531,gate_30,18,False,False
60035,gate_40,14,False,False
60103,gate_40,18,False,False
60160,gate_40,11,True,False
60410,gate_40,26,True,False
60424,gate_30,6,False,False
60619,gate_40,65,True,False
60929,gate_40,16,True,False
60956,gate_40,17,False,False
60984,gate_30,139,False,True
61104,gate_30,0,False,False
61245,gate_30,24,True,False
61462,gate_30,23,False,False
61563,gate_30,7,False,False
61595,gate_40,29,False,False
61609,gate_30,4,False,False
61651,gate_30,3,False,False
61952,gate_30,19,False,False
61979,gate_30,2,False,False
62084,gate_30,12,False,False
62145,gate_40,1,False,False
62206,gate_30,0,False,False
62434,gate_30,6,False,False
62437,gate_40,5,False,False
62566,gate_40,67,True,False
62700,gate_40,36,True,True
62704,gate_40,2,False,False
62879,gate_30,1,False,False
63001,gate_40,33,True,False
63335,gate_30,9,True,False
63370,gate_30,179,True,True
63473,gate_30,1,False,False
63478,gate_30,202,True,True
63480,gate_30,9,True,False
63555,gate_40,43,False,False
63617,gate_30,902,True,True
63766,gate_30,6,False,False
63786,gate_40,22,False,False
63832,gate_30,1,False,False
63889,gate_30,9,True,True
63962,gate_30,4,True,False
64052,gate_30,1,False,False
64224,gate_40,15,False,True
64235,gate_30,1,False,False
64309,gate_40,125,True,False
64643,gate_40,24,False,False
64646,gate_40,1,False,True
64792,gate_30,269,True,False
64849,gate_40,31,True,False
64930,gate_30,510,True,False
64944,gate_40,62,False,False
65032,gate_40,5,False,False
65452,gate_30,16,False,False
65482,gate_40,10,False,False
65511,gate_30,4,False,False
66120,gate_40,28,False,False
66509,gate_30,46,True,False
66677,gate_40,1,False,False
66713,gate_40,4,False,False
66947,gate_40,13,True,False
67078,gate_30,9,False,False
67122,gate_30,18,False,False
67190,gate_40,15,False,False
67193,gate_40,1,False,False
67234,gate_30,3,False,False
67387,gate_30,12,False,False
67654,gate_40,8,False,False
67829,gate_40,0,False,False
67910,gate_40,18,True,False
67950,gate_30,7,False,False
68020,gate_40,52,False,True
68112,gate_30,0,False,False
68151,gate_40,136,True,False
68386,gate_30,5,False,False
68394,gate_40,474,True,True
68406,gate_40,5,False,False
68485,gate_30,26,True,False
68698,gate_40,83,True,False
68856,gate_30,1,False,False
68887,gate_40,1,False,False
68915,gate_40,121,False,False
68965,gate_40,105,True,True
69027,gate_40,2,False,False
69050,gate_30,20,True,False
69392,gate_30,46,False,False
69488,gate_30,5,False,False
69649,gate_40,80,True,True
69870,gate_40,210,True,True
69917,gate_40,16,True,False
69927,gate_30,1906,True,True
69998,gate_30,16,False,False
70074,gate_30,0,False,False
70127,gate_30,1,False,False
70175,gate_40,35,True,True
70294,gate_40,199,True,False
70522,gate_40,6,False,False
70570,gate_30,5,False,False
70899,gate_40,3,False,False
71062,gate_30,25,True,False
71119,gate_30,118,True,True
71161,gate_40,68,True,False
71165,gate_40,105,True,False
71205,gate_30,5,False,False
71235,gate_30,38,True,False
71326,gate_40,8,False,False
71489,gate_30,7,False,False
71635,gate_30,4,False,False
71698,gate_30,6,False,False
71777,gate_40,12,False,False
72085,gate_40,103,True,False
72164,gate_30,259,True,True
72353,gate_40,5,False,False
72419,gate_40,12,True,False
72470,gate_40,6,True,False
72555,gate_30,298,True,True
72614,gate_40,3,False,False
72661,gate_40,1,False,False
72752,gate_40,15,False,False
72813,gate_30,6,True,False
72872,gate_30,10,False,False
72918,gate_40,13,False,False
72977,gate_40,12,True,False
73378,gate_40,34,True,False
73412,gate_30,3,False,False
73868,gate_40,2,False,False
74231,gate_30,7,False,False
74276,gate_30,24,True,True
74369,gate_40,7,False,False
74377,gate_30,53,True,False
74422,gate_40,38,False,True
74568,gate_30,11,True,False
75029,gate_40,98,True,False
75734,gate_40,4,False,False
76062,gate_30,5,False,False
76089,gate_40,3,False,False
76133,gate_30,50,False,False
76549,gate_30,149,False,True
76573,gate_30,20,True,False
76598,gate_30,1,False,False
76662,gate_40,30,True,False
76767,gate_40,4,False,False
76784,gate_40,53,True,False
76895,gate_40,5,False,False
76917,gate_30,113,True,False
76934,gate_40,2,False,False
77151,gate_40,2,False,False
77172,gate_30,0,False,False
77195,gate_40,25,True,False
77468,gate_30,12,False,False
77495,gate_40,59,False,False
77644,gate_30,15,False,False
77731,gate_30,106,True,True
77812,gate_40,2,False,False
77821,gate_40,7,False,False
77837,gate_40,6,False,False
77850,gate_30,59,True,False
78089,gate_30,47,False,False
78142,gate_40,1,False,False
78183,gate_30,34,True,False
78237,gate_30,4,False,False
78312,gate_30,12,False,False
78409,gate_30,15,True,False
78563,gate_40,32,False,False
78846,gate_30,0,False,False
78900,gate_30,2,False,False
79646,gate_40,34,True,False
79890,gate_30,11,False,False
79929,gate_40,16,False,False
80215,gate_40,2,False,False
80282,gate_30,128,True,True
80485,gate_40,9,False,False
80496,gate_40,0,False,False
80526,gate_30,34,False,True
80582,gate_40,7,False,False
80618,gate_40,7,False,False
80634,gate_40,215,True,True
80746,gate_30,1,False,False
80754,gate_40,0,False,False
80860,gate_40,231,True,False
80884,gate_30,5,False,False
80900,gate_40,16,False,False
81447,gate_30,34,False,False
81480,gate_40,2,False,False
81524,gate_30,34,True,False
81532,gate_30,2,False,False
81668,gate_40,12,False,False
81959,gate_40,6,False,False
82064,gate_30,41,True,False
82545,gate_40,36,False,False
82655,gate_40,13,False,False
82753,gate_30,3,False,False
82783,gate_40,36,True,True
82937,gate_40,28,False,False
83072,gate_30,11,True,False
83080,gate_40,12,False,False
83103,gate_30,7,False,False
83140,gate_40,14,False,False
83254,gate_30,3,True,False
83309,gate_40,0,False,False
83317,gate_40,5,False,False
83438,gate_40,129,True,True
83732,gate_40,95,False,True
83798,gate_40,96,True,False
84100,gate_30,160,True,False
84191,gate_30,0,False,False
84208,gate_40,17,False,False
84406,gate_40,24,True,False
84816,gate_40,11,True,False
84929,gate_40,6,False,False
84961,gate_40,26,False,False
85007,gate_40,110,True,True
85277,gate_30,61,True,True
85560,gate_30,5,False,False
85601,gate_30,15,False,False
85805,gate_40,3,False,False
86342,gate_30,12,False,False
86781,gate_40,1,False,False
86821,gate_40,65,True,False
87098,gate_40,2,False,False
87220,gate_40,18,False,False
87258,gate_40,275,True,True
87276,gate_30,19,False,True
87410,gate_30,26,False,False
87419,gate_30,46,False,False
87509,gate_40,3,False,False
87542,gate_30,40,True,False
87640,gate_40,13,False,False
87649,gate_40,8,False,False
87671,gate_40,2,False,False
87697,gate_40,3,False,False
87728,gate_40,4,False,False
87827,gate_30,37,True,False
88235,gate_40,11,False,False
88282,gate_30,22,True,False
88361,gate_40,55,False,True
88392,gate_30,20,True,False
88497,gate_30,197,True,True
88521,gate_40,44,False,False
88907,gate_30,133,True,False
89272,gate_40,0,False,False
89605,gate_40,2,False,False
89618,gate_30,21,False,False
90120,gate_30,2,False,False
90233,gate_30,5,False,False
90335,gate_40,2,False,False
90481,gate_40,14,False,False
90566,gate_30,0,False,False
90640,gate_30,44,False,True
90744,gate_30,14,False,False
90755,gate_30,76,True,False
90892,gate_30,52,True,False
90916,gate_40,88,True,True
90979,gate_30,36,True,False
90992,gate_40,66,True,False
91010,gate_40,70,False,False
91027,gate_30,2,False,False
91045,gate_40,44,False,False
92061,gate_40,98,True,False
92161,gate_30,18,False,False
92162,gate_30,9,False,False
92168,gate_40,6,False,False
92286,gate_30,3,True,False
92463,gate_40,2,False,False
92638,gate_40,54,False,False
92789,gate_40,4,False,False
92914,gate_40,13,False,True
93014,gate_30,0,False,False
93131,gate_40,8,False,False
93166,gate_30,10,True,False
93241,gate_30,18,False,False
93289,gate_40,0,False,False
93646,gate_30,33,False,False
93914,gate_40,9,False,False
93957,gate_30,6,False,True
93997,gate_30,2,False,False
94159,gate_30,79,True,True
94282,gate_40,9,False,False
94407,gate_30,1,False,False
94455,gate_40,35,True,True
94639,gate_30,4,False,False
94768,gate_30,9,False,False
94904,gate_30,43,True,False
95033,gate_30,42,True,False
95357,gate_40,6,True,True
95371,gate_30,282,True,True
95530,gate_30,11,False,False
95696,gate_40,42,False,True
95946,gate_30,16,False,False
96038,gate_40,132,False,True
96058,gate_30,49,True,True
96076,gate_30,95,True,True
96123,gate_40,3,False,False
96471,gate_30,183,True,False
96535,gate_40,24,False,False
96561,gate_40,112,True,True
96675,gate_30,70,True,True
96744,gate_30,332,True,True
96745,gate_40,100,True,True
97019,gate_30,3,False,False
97308,gate_30,798,True,True
97461,gate_40,4,False,False
97741,gate_30,0,False,False
97754,gate_30,27,True,False
97777,gate_40,41,True,False
97849,gate_30,81,True,True
97873,gate_40,49,True,False
97971,gate_30,142,True,True
98151,gate_30,31,False,False
98229,gate_30,5,True,False
98354,gate_40,35,False,False
98592,gate_40,4,False,False
98833,gate_30,3,False,False
98955,gate_30,16,False,False
99178,gate_30,12,False,False
99252,gate_40,48,True,False
99264,gate_30,8,True,False
99307,gate_40,6,True,False
99411,gate_40,13,False,False
99583,gate_40,35,True,False
99630,gate_30,4,False,False
99631,gate_40,9,True,False
99806,gate_30,7,True,False
99912,gate_40,27,True,False
99928,gate_40,83,True,False
99944,gate_40,3,False,False
99976,gate_30,3,False,False
100026,gate_40,3,False,False
100084,gate_30,143,False,True
100151,gate_40,39,True,True
100214,gate_40,114,True,True
100367,gate_30,71,True,False
100511,gate_30,13,False,False
100556,gate_40,63,True,True
100585,gate_30,75,True,False
100807,gate_30,27,True,False
100899,gate_40,15,False,False
100933,gate_30,8,False,False
101024,gate_40,17,True,False
101041,gate_30,95,True,False
101248,gate_40,6,False,False
101591,gate_30,186,True,True
101601,gate_30,50,True,False
101664,gate_30,129,True,False
101675,gate_40,1,False,False
101697,gate_40,4,True,False
101864,gate_40,30,False,False
101880,gate_30,1,False,False
101884,gate_40,3,False,False
101915,gate_30,164,True,True
101953,gate_40,1,True,False
101961,gate_40,9,False,False
102182,gate_40,6,False,False
102302,gate_40,78,False,True
102540,gate_30,249,True,True
102573,gate_40,34,False,False
102598,gate_30,29,True,False
102742,gate_40,18,True,False
102748,gate_40,4,False,False
102753,gate_30,14,False,False
102931,gate_30,2,False,False
102977,gate_30,8,False,True
103095,gate_40,47,True,False
103308,gate_40,3,False,False
103414,gate_30,345,True,False
103463,gate_40,1,False,False
103498,gate_30,50,True,True
103555,gate_30,13,False,False
103557,gate_40,57,True,False
103625,gate_30,7,False,False
103714,gate_30,13,True,False
103804,gate_30,27,False,False
104157,gate_40,59,True,False
104158,gate_40,16,True,True
104211,gate_30,51,False,False
104553,gate_30,4,False,False
104563,gate_40,7,False,False
104577,gate_30,546,True,True
104592,gate_40,45,False,False
104686,gate_30,28,True,False
104694,gate_30,82,False,True
104796,gate_30,394,True,True
104800,gate_30,5,False,False
104899,gate_40,227,True,True
104999,gate_40,258,False,True
105277,gate_30,56,True,False
105342,gate_40,0,False,False
105632,gate_40,52,False,False
105700,gate_30,8,False,False
105948,gate_30,0,False,False
106093,gate_30,5,False,False
106422,gate_40,8,False,False
106423,gate_30,1,False,False
106447,gate_30,19,True,False
106487,gate_30,11,False,False
106523,gate_40,6,False,False
106600,gate_30,375,True,True
106828,gate_30,9,False,False
106895,gate_30,4,False,False
107040,gate_40,57,True,False
107169,gate_40,2,False,False
107563,gate_30,39,False,False
107617,gate_30,8,False,False
107662,gate_30,1,False,False
107670,gate_30,7,False,False
107936,gate_40,2,False,False
107981,gate_30,51,True,False
108052,gate_40,4,False,False
108068,gate_30,0,False,False
108134,gate_30,54,False,True
108287,gate_30,10,False,False
108303,gate_40,11,False,False
108320,gate_40,3,False,False
108454,gate_30,35,False,True
108535,gate_40,39,False,False
108608,gate_30,7,False,False
108668,gate_40,19,True,False
108753,gate_40,3,True,False
109109,gate_30,7,False,False
109111,gate_40,6,True,False
109151,gate_40,109,True,False
109158,gate_40,106,True,False
109300,gate_40,0,False,False
109366,gate_40,158,True,True
109431,gate_30,60,True,False
109458,gate_40,0,False,False
109556,gate_30,13,True,False
109578,gate_30,35,False,False
109745,gate_40,7,False,False
109757,gate_30,29,True,True
109796,gate_40,0,False,False
